,index,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),z1_Light(kW),z2_Light(kW),z3_Light(kW),z4_Light(kW)
1808,2019-10-13 03:00:00,14.9,0.0,0.1,0,61,1014.2,10.67,9.07,10.84,30.86
1809,2019-10-13 06:00:00,10.9,0.0,0.2,0,87,1015.7,10.61,9.03,10.82,39.81
1810,2019-10-13 09:00:00,16.4,0.0,0.3,0,65,1017.0,0.0,4.34,10.85,0.07
1811,2019-10-13 12:00:00,20.4,0.0,5.4,110,46,1016.5,0.0,6.19,10.84,0.07
1812,2019-10-13 15:00:00,20.5,0.0,4.5,110,46,1015.4,0.0,6.17,10.81,0.05
1813,2019-10-13 18:00:00,17.5,0.0,4.3,110,57,1016.5,0.02,7.54,23.6,0.05
1814,2019-10-13 21:00:00,15.2,0.0,1.3,140,66,1017.8,10.87,9.1,10.77,54.08
1815,2019-10-14 00:00:00,12.5,0.0,0.0,0,81,1017.9,10.75,10.67,10.86,25.83
1816,2019-10-14 03:00:00,10.7,0.0,0.0,0,93,1017.5,10.74,8.2,10.88,25.87
1817,2019-10-14 06:00:00,10.1,0.0,0.0,0,95,1017.5,10.81,8.24,10.87,35.05
1818,2019-10-14 09:00:00,14.4,0.0,0.0,0,75,1018.5,0.01,8.05,10.79,0.02
1819,2019-10-14 12:00:00,21.8,0.0,3.3,270,51,1016.7,0.01,8.04,10.74,0.07
1820,2019-10-14 15:00:00,22.0,0.0,4.3,290,45,1015.7,0.02,8.95,10.71,0.05
1821,2019-10-14 18:00:00,19.6,0.0,1.7,320,53,1016.9,0.02,9.05,23.4,0.06
1822,2019-10-14 21:00:00,18.2,0.0,2.2,290,61,1018.4,10.74,9.19,21.88,44.22
1823,2019-10-15 00:00:00,15.8,0.0,0.7,290,58,1019.8,10.8,6.67,21.88,35.33
1824,2019-10-15 03:00:00,13.0,0.5,0.0,0,96,1020.8,10.86,4.4,21.98,35.41
1825,2019-10-15 06:00:00,13.1,0.0,2.7,140,81,1022.0,10.66,4.31,21.72,44.1
1826,2019-10-15 09:00:00,15.3,0.0,3.5,110,68,1023.1,0.02,6.96,20.85,0.04
1827,2019-10-15 12:00:00,16.2,0.0,4.2,110,61,1022.9,0.01,10.72,21.91,0.06
1828,2019-10-15 15:00:00,16.8,0.0,5.7,110,59,1021.2,0.01,7.15,21.22,0.06
1829,2019-10-15 18:00:00,15.2,0.0,3.9,110,67,1021.1,10.96,8.29,56.59,35.42
1830,2019-10-15 21:00:00,13.0,0.0,1.7,160,78,1022.3,10.79,9.17,43.17,48.75
1831,2019-10-16 00:00:00,10.5,0.0,0.1,0,94,1022.4,8.99,4.31,18.71,25.0
1832,2019-10-16 03:00:00,9.1,0.0,0.0,0,97,1022.3,10.84,4.4,19.58,30.14
1833,2019-10-16 06:00:00,7.5,0.0,1.2,110,99,1021.2,10.66,4.29,21.72,9.11
1834,2019-10-16 09:00:00,12.5,0.0,0.7,360,89,1022.0,10.05,7.03,20.93,0.06
1835,2019-10-16 12:00:00,17.8,0.0,1.0,320,56,1020.2,0.02,7.23,21.54,0.05
1836,2019-10-16 15:00:00,19.6,0.0,1.4,160,46,1017.8,0.01,7.07,21.11,0.04
1837,2019-10-16 18:00:00,17.8,0.0,0.9,340,50,1017.6,10.41,8.93,41.88,34.56
1838,2019-10-16 21:00:00,12.9,0.0,1.1,140,83,1018.4,10.65,9.09,42.79,21.18
1839,2019-10-17 00:00:00,11.0,0.0,0.1,0,94,1018.7,10.86,8.2,19.45,12.68
1840,2019-10-17 03:00:00,9.5,0.0,0.0,0,97,1018.5,10.71,8.87,22.01,12.59
1841,2019-10-17 06:00:00,9.0,0.0,0.0,0,98,1018.4,10.53,8.02,23.87,34.91
1842,2019-10-17 09:00:00,11.5,0.0,1.2,90,90,1019.5,0.02,11.53,23.1,0.06
1843,2019-10-17 12:00:00,17.8,0.0,2.9,110,64,1018.0,0.0,7.2,23.72,0.06
1844,2019-10-17 15:00:00,18.7,0.0,3.0,110,57,1018.0,0.02,7.07,21.04,0.06
1845,2019-10-17 18:00:00,17.2,0.0,2.7,110,66,1017.2,47.97,11.4,42.53,39.56
1846,2019-10-17 21:00:00,15.0,0.0,0.0,0,75,1018.1,10.55,10.51,42.46,48.05
1847,2019-10-18 00:00:00,13.0,0.0,0.1,0,89,1018.3,10.66,5.87,19.43,30.1
1848,2019-10-18 03:00:00,12.3,0.0,0.3,0,95,1017.3,10.85,5.97,19.63,30.35
1849,2019-10-18 06:00:00,12.5,0.0,0.0,0,95,1016.9,10.71,5.88,21.78,39.07
1850,2019-10-18 09:00:00,14.1,0.1,0.0,0,89,1016.8,0.0,8.47,20.93,0.04
1851,2019-10-18 12:00:00,16.9,0.0,2.5,110,92,1015.3,0.01,7.13,6.6,0.06
1852,2019-10-18 15:00:00,15.9,1.0,1.2,110,92,1014.2,0.02,7.13,21.15,0.06
1853,2019-10-18 18:00:00,15.5,0.0,1.7,140,95,1013.1,15.32,10.32,25.52,14.59
1854,2019-10-18 21:00:00,15.5,0.0,0.2,0,96,1013.9,26.25,10.5,12.95,23.34
1855,2019-10-19 00:00:00,15.2,0.0,1.4,270,93,1013.5,13.26,9.67,12.36,11.36
1856,2019-10-19 03:00:00,14.6,0.1,0.3,0,97,1012.6,15.84,10.67,10.73,13.65
1857,2019-10-19 06:00:00,14.3,0.0,1.1,290,96,1013.0,15.83,10.65,10.73,13.62
1858,2019-10-19 09:00:00,15.1,0.0,1.0,70,91,1014.3,0.02,10.46,10.59,0.02
1859,2019-10-19 12:00:00,20.2,0.0,1.4,320,65,1013.7,0.01,9.55,10.66,0.09
1860,2019-10-19 15:00:00,23.2,0.0,1.9,270,49,1012.4,0.02,9.42,10.58,0.06
1861,2019-10-19 18:00:00,20.4,0.0,1.3,340,55,1013.2,0.02,9.55,10.79,14.54
1862,2019-10-19 21:00:00,16.3,0.0,1.7,140,86,1014.8,0.03,9.57,13.07,23.58
1863,2019-10-20 00:00:00,13.7,0.0,0.9,110,98,1015.1,0.02,9.57,13.12,13.63
1864,2019-10-20 03:00:00,12.4,0.0,0.7,110,99,1015.3,0.02,9.69,13.24,13.63
1865,2019-10-20 06:00:00,12.0,0.0,1.6,140,99,1016.2,0.01,9.7,13.23,22.77
1866,2019-10-20 09:00:00,12.9,0.0,1.1,340,99,1017.4,0.01,9.45,12.96,0.05
1867,2019-10-20 12:00:00,19.3,0.0,1.3,50,67,1015.7,0.01,9.51,13.05,0.05
1868,2019-10-20 15:00:00,21.8,0.0,2.0,110,50,1013.3,0.0,9.47,10.71,0.1
1869,2019-10-20 18:00:00,18.4,0.0,0.0,0,65,1013.5,0.02,9.49,23.41,13.66
1870,2019-10-20 21:00:00,14.8,0.0,0.0,0,81,1014.3,10.59,9.51,13.02,37.11
1871,2019-10-21 00:00:00,13.0,0.0,0.7,140,95,1014.3,0.02,9.76,10.87,14.52
1872,2019-10-21 03:00:00,11.5,0.0,0.0,0,99,1013.4,0.02,9.71,10.86,14.55
1873,2019-10-21 06:00:00,12.0,0.0,0.0,0,99,1013.5,0.02,9.55,41.2,14.55
1874,2019-10-21 09:00:00,12.8,0.0,0.5,140,99,1014.0,0.01,6.92,20.88,0.03
1875,2019-10-21 12:00:00,19.4,0.0,2.7,110,68,1012.0,0.02,7.14,21.46,0.05
1876,2019-10-21 15:00:00,21.8,0.0,4.6,90,45,1010.3,0.01,7.06,21.16,0.08
1877,2019-10-21 18:00:00,18.3,0.0,3.2,110,58,1010.8,0.01,7.98,34.37,0.06
1878,2019-10-21 21:00:00,15.4,0.0,0.1,0,75,1012.1,10.7,8.07,21.68,38.7
1879,2019-10-22 00:00:00,12.7,0.0,0.2,0,94,1011.4,10.71,4.4,19.5,19.83
1880,2019-10-22 03:00:00,11.8,0.0,0.0,0,95,1011.5,12.76,4.43,20.39,23.52
1881,2019-10-22 06:00:00,10.8,0.0,0.0,0,99,1011.7,10.5,6.45,21.51,28.52
1882,2019-10-22 09:00:00,14.1,0.0,0.0,0,85,1012.4,0.0,7.08,21.02,0.05
1883,2019-10-22 12:00:00,21.1,0.0,3.7,140,59,1011.0,0.02,8.41,24.62,0.06
1884,2019-10-22 15:00:00,21.8,0.0,3.3,110,49,1009.7,0.01,8.6,21.56,0.05
1885,2019-10-22 18:00:00,18.7,0.0,3.5,110,64,1010.8,10.54,9.5,55.18,34.11
1886,2019-10-22 21:00:00,15.6,0.0,1.9,140,81,1012.1,10.71,10.61,42.91,48.01
1887,2019-10-23 00:00:00,13.8,0.0,0.7,360,85,1011.9,10.66,5.88,10.78,24.49
1888,2019-10-23 03:00:00,12.3,0.0,0.4,0,91,1012.0,10.8,5.94,10.86,24.78
1889,2019-10-23 06:00:00,12.0,0.0,0.8,140,95,1012.1,10.78,5.93,10.87,34.01
1890,2019-10-23 09:00:00,14.4,0.0,0.0,0,86,1012.7,0.02,8.75,10.64,0.05
1891,2019-10-23 12:00:00,20.4,0.0,0.8,140,62,1012.0,0.02,4.24,10.71,0.06
1892,2019-10-23 15:00:00,19.9,0.0,3.1,90,64,1011.4,0.0,8.01,10.72,0.08
1893,2019-10-23 18:00:00,18.6,0.0,2.4,90,69,1012.2,10.39,7.94,10.69,34.02
1894,2019-10-23 21:00:00,17.7,0.0,2.5,140,72,1013.4,10.54,7.99,10.74,47.8
1895,2019-10-24 00:00:00,16.0,0.0,0.3,0,75,1013.1,10.62,9.55,10.77,29.07
1896,2019-10-24 03:00:00,15.4,0.0,1.0,140,85,1012.9,10.53,5.78,10.74,28.99
1897,2019-10-24 06:00:00,14.9,0.0,0.4,0,85,1012.6,10.39,5.67,12.92,37.55
1898,2019-10-24 09:00:00,17.3,0.0,1.4,290,70,1012.9,0.02,7.17,21.46,0.05
1899,2019-10-24 12:00:00,20.2,0.0,1.6,250,62,1011.6,0.0,9.53,21.81,0.08
1900,2019-10-24 15:00:00,20.5,0.0,3.5,90,61,1010.0,0.01,7.96,21.5,0.05
1901,2019-10-24 18:00:00,18.8,0.0,0.6,140,72,1010.4,0.02,7.46,24.08,0.09
1902,2019-10-24 21:00:00,18.6,0.0,1.5,320,67,1010.9,10.4,7.41,23.89,47.9
1903,2019-10-25 00:00:00,17.7,0.0,2.5,320,69,1010.3,8.74,4.96,21.21,24.88
1904,2019-10-25 03:00:00,17.2,0.0,2.5,290,66,1010.0,10.66,4.33,19.61,30.11
1905,2019-10-25 06:00:00,16.7,0.0,2.5,270,67,1010.1,10.5,4.26,21.74,38.81
1906,2019-10-25 09:00:00,17.9,0.0,3.0,270,64,1011.4,0.0,7.16,6.57,0.05
1907,2019-10-25 12:00:00,21.9,0.0,1.5,200,53,1009.7,0.01,7.3,21.81,0.07
1908,2019-10-25 15:00:00,23.6,0.0,2.8,340,41,1008.3,0.02,10.36,21.5,0.07
1909,2019-10-25 18:00:00,22.0,0.0,3.2,290,49,1009.5,0.01,7.39,34.18,0.07
1910,2019-10-25 21:00:00,17.8,0.0,0.7,320,67,1010.8,10.48,7.46,21.73,48.14
1911,2019-10-26 00:00:00,16.2,0.0,0.6,360,74,1010.3,10.34,4.23,21.65,29.66
1912,2019-10-26 03:00:00,17.0,0.0,2.1,270,67,1009.8,10.58,4.29,19.57,29.99
1913,2019-10-26 06:00:00,15.4,0.0,2.7,320,70,1010.2,10.55,4.31,19.53,38.86
1914,2019-10-26 09:00:00,14.2,0.0,3.9,320,60,1011.5,0.01,10.28,21.49,0.08
1915,2019-10-26 12:00:00,16.8,0.0,4.4,290,42,1010.1,0.0,7.18,19.08,0.07
1916,2019-10-26 15:00:00,18.0,0.0,3.6,320,34,1009.1,0.01,7.3,19.16,0.06
1917,2019-10-26 18:00:00,15.8,0.0,3.1,320,41,1009.2,0.01,7.39,31.94,0.05
1918,2019-10-26 21:00:00,14.1,0.0,2.3,320,50,1011.0,10.5,7.48,19.47,48.14
1919,2019-10-27 00:00:00,12.4,0.0,2.2,290,60,1011.5,10.5,4.33,21.86,29.9
1920,2019-10-27 03:00:00,10.9,0.0,2.7,290,57,1011.7,10.56,4.29,21.84,29.97
1921,2019-10-27 06:00:00,10.1,0.0,2.9,290,65,1012.6,10.56,7.51,19.53,38.9
1922,2019-10-27 09:00:00,11.6,0.0,4.3,290,52,1013.7,0.01,10.3,21.48,0.08
1923,2019-10-27 12:00:00,15.7,0.0,3.6,270,31,1012.7,0.0,7.14,21.41,0.05
1924,2019-10-27 15:00:00,17.2,0.0,3.2,290,32,1011.2,0.0,10.18,21.32,0.07
1925,2019-10-27 18:00:00,15.0,0.0,1.7,320,34,1011.3,0.0,8.73,33.68,0.07
1926,2019-10-27 21:00:00,9.9,0.0,0.0,0,64,1012.9,10.22,7.3,21.47,52.13
1927,2019-10-28 00:00:00,8.0,0.0,0.0,0,74,1013.2,10.5,7.46,21.75,24.73
1928,2019-10-28 03:00:00,5.7,0.0,0.0,0,88,1012.8,10.58,4.31,21.86,24.86
1929,2019-10-28 06:00:00,4.3,0.0,1.1,110,95,1012.5,12.12,4.2,22.38,37.42
1930,2019-10-28 09:00:00,9.3,0.0,0.0,0,71,1013.4,0.01,6.9,20.89,0.06
1931,2019-10-28 12:00:00,15.3,0.0,0.9,360,48,1010.8,0.0,6.95,21.22,0.04
1932,2019-10-28 15:00:00,18.5,0.0,2.0,290,36,1008.4,0.02,6.99,21.13,0.03
1933,2019-10-28 18:00:00,16.3,0.0,0.9,200,48,1007.9,10.14,8.68,53.61,33.54
1934,2019-10-28 21:00:00,12.6,0.0,0.5,70,70,1009.5,10.47,10.41,42.53,47.48
1935,2019-10-29 00:00:00,11.1,0.0,0.4,0,74,1009.6,10.41,4.29,19.49,28.83
1936,2019-10-29 03:00:00,9.2,0.0,1.1,340,88,1008.3,10.59,4.3,19.6,29.03
1937,2019-10-29 06:00:00,8.1,0.0,0.6,110,95,1007.6,0.02,4.21,21.93,8.72
1938,2019-10-29 09:00:00,14.3,0.0,1.5,270,70,1009.3,0.0,6.95,21.08,0.04
1939,2019-10-29 12:00:00,18.9,0.0,1.4,250,50,1008.5,0.01,7.0,21.27,0.06
1940,2019-10-29 15:00:00,19.2,0.0,3.0,290,40,1007.4,0.03,6.85,20.91,0.05
1941,2019-10-29 18:00:00,17.1,0.0,3.6,290,37,1008.9,0.0,9.15,33.6,0.03
1942,2019-10-29 21:00:00,14.8,0.0,2.4,270,45,1011.2,10.49,6.48,42.61,44.98
1943,2019-10-30 00:00:00,12.7,0.0,2.3,290,61,1012.3,10.5,4.26,31.63,14.61
1944,2019-10-30 03:00:00,10.2,0.0,1.2,340,73,1013.4,10.49,4.27,10.91,14.63
1945,2019-10-30 06:00:00,8.5,0.0,0.3,0,81,1014.4,10.38,4.18,13.11,23.29
1946,2019-10-30 09:00:00,12.5,0.0,1.9,320,63,1016.2,0.03,6.88,21.01,0.04
1947,2019-10-30 12:00:00,15.7,0.0,3.7,290,36,1015.1,0.0,7.02,21.31,0.06
1948,2019-10-30 15:00:00,18.5,0.0,2.9,320,28,1013.2,0.03,6.99,21.2,0.06
1949,2019-10-30 18:00:00,16.0,0.0,1.7,320,37,1013.9,0.01,10.05,12.94,0.08
1950,2019-10-30 21:00:00,13.3,0.0,2.1,320,52,1014.7,0.0,9.14,12.27,20.75
1951,2019-10-31 00:00:00,13.0,0.0,0.0,0,59,1015.4,0.0,10.31,10.83,14.61
1952,2019-10-31 03:00:00,8.4,0.0,0.0,0,84,1015.3,0.01,10.36,10.85,14.56
1953,2019-10-31 06:00:00,7.3,0.0,0.0,0,92,1015.1,0.0,13.16,21.45,23.33
1954,2019-10-31 09:00:00,13.0,0.0,0.0,0,71,1016.0,0.02,7.65,21.02,0.05
1955,2019-10-31 12:00:00,19.4,0.0,3.1,270,47,1014.4,0.02,7.82,21.41,0.05
1956,2019-10-31 15:00:00,21.0,0.0,3.0,270,41,1012.3,0.02,7.68,21.07,0.05
1957,2019-10-31 18:00:00,18.2,0.0,1.4,250,52,1012.7,10.16,10.11,43.6,33.64
1958,2019-10-31 21:00:00,14.0,0.0,0.4,0,69,1013.8,10.22,10.23,44.13,47.51
1959,2019-11-01 00:00:00,11.6,0.0,0.5,140,81,1014.3,10.37,4.23,19.41,29.67
1960,2019-11-01 03:00:00,10.2,0.0,0.6,290,93,1014.7,10.37,6.01,19.45,29.66
1961,2019-11-01 06:00:00,9.3,0.0,0.0,0,97,1015.0,10.11,4.16,21.53,37.93
1962,2019-11-01 09:00:00,14.1,0.0,1.0,360,78,1016.0,0.0,6.96,21.16,0.08
1963,2019-11-01 12:00:00,20.3,0.0,2.2,270,51,1014.7,0.02,7.02,43.49,0.06
1964,2019-11-01 15:00:00,22.6,0.0,1.1,270,32,1013.4,0.01,6.97,42.89,0.05
1965,2019-11-01 18:00:00,18.3,0.0,2.4,110,54,1014.4,9.94,7.73,55.74,33.41
1966,2019-11-01 21:00:00,15.2,0.0,2.3,140,67,1016.0,10.02,8.78,44.08,47.34
1967,2019-11-02 00:00:00,12.0,0.0,1.8,140,85,1016.1,10.12,11.04,14.59,29.5
1968,2019-11-02 03:00:00,10.2,0.0,1.4,140,95,1015.9,10.35,7.47,13.2,29.81
1969,2019-11-02 06:00:00,9.0,0.0,1.5,110,99,1016.1,0.0,7.42,13.11,23.92
1970,2019-11-02 09:00:00,12.6,0.0,0.5,20,88,1016.6,0.01,5.11,12.98,0.06
1971,2019-11-02 12:00:00,19.3,0.0,1.8,270,59,1014.6,0.01,4.12,12.9,0.06
1972,2019-11-02 15:00:00,19.3,0.0,1.2,340,55,1012.3,0.02,4.08,12.85,0.08
1973,2019-11-02 18:00:00,17.5,0.0,0.8,360,60,1012.3,9.97,7.21,28.66,33.5
1974,2019-11-02 21:00:00,13.7,0.0,0.4,0,82,1012.2,10.11,7.35,15.38,47.61
1975,2019-11-03 00:00:00,12.3,0.0,0.9,320,88,1012.0,10.18,4.22,13.08,29.64
1976,2019-11-03 03:00:00,11.3,0.0,0.0,0,93,1011.5,10.15,5.18,13.08,29.62
1977,2019-11-03 06:00:00,9.9,0.0,0.8,110,99,1011.8,10.16,4.24,13.11,38.41
1978,2019-11-03 09:00:00,12.5,0.0,0.8,50,91,1013.1,0.01,4.16,12.99,24.26
1979,2019-11-03 12:00:00,19.1,0.0,2.0,270,59,1011.6,0.0,5.94,15.3,0.07
1980,2019-11-03 15:00:00,20.8,0.0,1.8,290,49,1010.8,0.01,5.9,13.07,0.08
1981,2019-11-03 18:00:00,15.4,0.0,4.9,140,79,1013.3,9.95,5.88,25.29,33.65
1982,2019-11-03 21:00:00,14.4,0.0,3.3,110,80,1015.0,9.48,5.92,13.07,52.07
1983,2019-11-04 00:00:00,13.1,0.0,0.9,140,86,1015.7,9.53,5.96,10.79,24.34
1984,2019-11-04 03:00:00,13.0,0.0,0.2,0,81,1015.7,9.65,6.04,10.83,24.51
1985,2019-11-04 06:00:00,12.4,0.0,0.0,0,82,1015.8,0.01,4.17,13.06,42.26
1986,2019-11-04 09:00:00,14.0,0.0,1.6,140,70,1017.3,0.03,6.9,12.75,0.07
1987,2019-11-04 12:00:00,15.9,0.0,0.3,0,59,1016.6,0.0,7.06,20.66,0.07
1988,2019-11-04 15:00:00,17.3,0.0,1.7,180,50,1014.8,0.02,6.92,20.96,0.02
1989,2019-11-04 18:00:00,14.7,0.0,3.4,110,57,1015.1,9.37,7.32,22.02,33.37
1990,2019-11-04 21:00:00,11.5,0.0,1.6,140,69,1015.5,9.59,10.31,42.13,47.08
1991,2019-11-05 00:00:00,8.5,0.0,1.4,140,88,1015.6,9.56,11.42,10.87,33.78
1992,2019-11-05 03:00:00,6.6,0.0,1.4,140,97,1014.7,9.74,4.22,10.83,34.05
1993,2019-11-05 06:00:00,5.5,0.0,0.1,0,99,1014.4,9.31,4.17,13.04,42.04
1994,2019-11-05 09:00:00,10.2,0.0,0.3,0,81,1014.9,0.02,6.86,20.91,0.07
1995,2019-11-05 12:00:00,17.2,0.0,3.1,270,51,1012.7,0.02,7.06,21.41,0.05
1996,2019-11-05 15:00:00,19.5,0.0,3.7,290,40,1010.5,0.02,6.9,20.87,0.03
1997,2019-11-05 18:00:00,16.6,0.0,2.4,320,49,1010.6,9.51,10.17,53.7,33.59
1998,2019-11-05 21:00:00,13.0,0.0,0.8,320,68,1011.3,9.5,10.18,41.66,46.8
1999,2019-11-06 00:00:00,10.2,0.0,0.6,360,81,1011.5,9.48,5.69,40.0,28.44
2000,2019-11-06 03:00:00,8.5,0.0,0.0,0,92,1011.3,11.33,11.4,20.14,33.62
2001,2019-11-06 06:00:00,6.8,0.0,1.0,110,97,1012.1,9.45,5.87,21.4,36.84
2002,2019-11-06 09:00:00,10.3,0.0,0.8,110,83,1012.7,0.0,8.39,21.07,0.08
2003,2019-11-06 12:00:00,16.8,0.0,1.4,360,48,1010.5,0.0,8.5,21.37,0.06
2004,2019-11-06 15:00:00,19.4,0.0,1.5,360,30,1007.8,0.01,8.5,21.14,0.07
2005,2019-11-06 18:00:00,15.3,0.0,0.5,50,47,1008.0,9.29,7.65,42.95,33.32
2006,2019-11-06 21:00:00,12.1,0.0,0.1,0,67,1008.1,9.62,7.88,44.23,46.99
2007,2019-11-07 00:00:00,10.4,0.0,0.3,0,71,1008.7,9.56,7.84,12.97,27.79
2008,2019-11-07 03:00:00,11.9,0.0,2.3,290,62,1008.4,9.67,3.52,11.6,28.7
2009,2019-11-07 06:00:00,11.5,0.0,2.8,290,65,1008.7,9.5,4.11,15.16,36.86
2010,2019-11-07 09:00:00,12.9,0.0,3.3,290,56,1010.3,0.02,6.97,23.22,0.06
2011,2019-11-07 12:00:00,16.1,0.0,4.2,320,47,1009.7,0.02,7.06,21.38,0.05
2012,2019-11-07 15:00:00,18.4,0.0,2.7,320,38,1008.7,0.01,6.96,21.01,0.03
2013,2019-11-07 18:00:00,14.7,0.0,1.2,70,45,1009.9,0.01,9.49,21.51,3.79
2014,2019-11-07 21:00:00,10.7,0.0,0.1,0,64,1011.6,9.63,9.55,15.32,22.17
2015,2019-11-08 00:00:00,7.7,0.0,0.3,0,82,1012.7,0.01,9.54,10.78,13.67
2016,2019-11-08 03:00:00,6.4,0.0,0.0,0,90,1012.9,0.0,8.64,10.77,13.63
2017,2019-11-08 06:00:00,5.0,0.0,0.0,0,90,1013.6,0.0,5.57,10.13,13.09
2018,2019-11-08 09:00:00,8.3,0.0,0.0,0,63,1014.8,0.01,6.9,20.97,0.03
2019,2019-11-08 12:00:00,14.2,0.0,2.8,270,28,1013.3,0.0,9.92,21.44,3.79
2020,2019-11-08 15:00:00,17.2,0.0,2.0,270,20,1011.4,0.01,9.77,20.99,3.78
2021,2019-11-08 18:00:00,13.8,0.0,2.4,320,27,1012.5,0.0,8.49,25.27,3.76
2022,2019-11-08 21:00:00,11.1,0.0,2.1,270,33,1013.9,9.43,8.49,12.97,23.08
2023,2019-11-09 00:00:00,5.7,0.0,0.3,0,67,1014.4,9.45,8.53,10.7,14.62
2024,2019-11-09 03:00:00,3.3,0.0,0.0,0,81,1014.6,9.62,8.65,10.79,14.6
2025,2019-11-09 06:00:00,2.2,0.0,0.0,0,80,1015.2,9.5,8.53,10.7,23.26
2026,2019-11-09 09:00:00,6.7,0.0,0.0,0,63,1016.3,0.01,8.43,10.65,0.06
2027,2019-11-09 12:00:00,15.6,0.0,2.3,270,28,1014.3,0.0,8.34,10.55,0.08
2028,2019-11-09 15:00:00,17.3,0.0,3.2,290,26,1012.6,0.03,11.34,10.57,0.02
2029,2019-11-09 18:00:00,14.1,0.0,0.9,20,37,1012.8,14.75,8.39,22.73,13.69
2030,2019-11-09 21:00:00,9.4,0.0,0.0,0,59,1014.2,24.39,8.5,10.63,22.27
2031,2019-11-10 00:00:00,6.3,0.0,0.0,0,71,1013.6,24.95,8.62,10.66,13.67
2032,2019-11-10 03:00:00,4.2,0.0,0.0,0,81,1012.7,25.09,8.75,10.8,13.68
2033,2019-11-10 06:00:00,2.5,0.0,0.0,0,92,1011.6,24.68,8.61,10.72,13.68
2034,2019-11-10 09:00:00,4.3,0.0,1.5,110,81,1011.9,0.01,8.56,10.66,0.05
2035,2019-11-10 12:00:00,11.4,0.0,1.4,290,52,1009.7,0.01,11.38,10.58,0.06
2036,2019-11-10 15:00:00,14.9,0.0,2.6,110,43,1004.9,0.01,8.42,10.56,0.07
2037,2019-11-10 18:00:00,15.3,0.0,0.0,0,56,1003.2,0.02,8.44,22.78,14.07
2038,2019-11-10 21:00:00,13.3,0.0,3.0,110,67,1000.2,0.01,8.45,10.54,23.06
2039,2019-11-11 00:00:00,9.5,7.0,0.5,320,95,1001.1,0.01,8.7,10.76,5.19
2040,2019-11-11 03:00:00,9.0,0.3,1.7,320,99,1000.3,0.01,8.62,10.7,14.59
2041,2019-11-11 06:00:00,8.2,0.0,0.0,0,97,1000.9,0.03,8.46,21.3,23.08
2042,2019-11-11 09:00:00,9.9,0.0,0.0,0,89,1002.5,0.02,7.01,21.1,0.05
2043,2019-11-11 12:00:00,15.7,0.0,3.4,290,58,1002.7,0.01,8.62,21.52,0.04
2044,2019-11-11 15:00:00,18.2,0.0,6.2,290,48,1003.1,0.01,8.51,21.28,0.05
2045,2019-11-11 18:00:00,14.9,0.0,3.1,320,64,1006.0,9.66,8.67,54.8,33.82
2046,2019-11-11 21:00:00,13.0,0.0,2.3,290,66,1009.2,9.81,9.74,42.51,47.42
2047,2019-11-12 00:00:00,10.1,0.0,1.7,230,80,1011.0,9.92,9.92,19.7,34.26
2048,2019-11-12 03:00:00,8.5,0.0,1.6,320,91,1012.3,9.86,4.32,19.54,34.17
2049,2019-11-12 06:00:00,6.5,0.0,0.0,0,98,1013.5,9.8,8.23,21.84,43.09
2050,2019-11-12 09:00:00,9.3,0.0,1.3,110,87,1015.1,0.0,8.56,21.3,0.08
2051,2019-11-12 12:00:00,14.6,0.0,0.7,110,49,1014.3,0.0,8.81,21.77,0.05
2052,2019-11-12 15:00:00,16.7,0.0,1.5,340,42,1013.4,0.01,8.63,21.37,0.07
2053,2019-11-12 18:00:00,14.3,0.0,0.0,0,52,1014.2,9.62,9.32,62.34,33.73
2054,2019-11-12 21:00:00,9.6,0.0,0.0,0,79,1014.9,9.75,8.73,42.45,47.53
2055,2019-11-13 00:00:00,7.3,0.0,0.0,0,89,1015.0,9.59,4.2,10.7,33.77
2056,2019-11-13 03:00:00,5.4,0.0,0.0,0,96,1015.4,9.52,4.2,10.66,33.65
2057,2019-11-13 06:00:00,4.5,0.0,0.0,0,99,1013.6,9.37,4.1,12.83,42.13
2058,2019-11-13 09:00:00,5.8,0.0,0.8,110,94,1013.5,0.02,14.12,20.98,0.03
2059,2019-11-13 12:00:00,10.9,0.0,2.4,290,66,1010.7,0.02,7.0,21.13,0.05
2060,2019-11-13 15:00:00,11.7,0.0,1.2,340,67,1007.6,0.02,6.84,20.83,0.05
2061,2019-11-13 18:00:00,15.5,0.0,3.2,270,39,1006.4,9.37,8.41,43.35,33.39
2062,2019-11-13 21:00:00,13.6,0.0,2.9,290,62,1008.3,9.47,8.5,43.71,46.9
2063,2019-11-14 00:00:00,10.5,0.0,4.6,290,51,1012.0,9.47,7.12,21.44,28.39
2064,2019-11-14 03:00:00,7.3,0.0,6.4,290,49,1013.6,9.7,6.61,21.76,28.74
2065,2019-11-14 06:00:00,4.4,0.0,5.9,320,33,1016.0,9.49,6.44,23.68,37.16
2066,2019-11-14 09:00:00,3.6,0.0,5.7,320,37,1018.8,0.02,6.9,23.24,0.06
2067,2019-11-14 12:00:00,5.8,0.0,5.4,320,29,1017.6,0.01,10.64,23.53,0.04
2068,2019-11-14 15:00:00,7.2,0.0,5.2,320,24,1016.7,0.02,10.03,21.1,0.04
2069,2019-11-14 18:00:00,5.8,0.0,2.5,290,31,1017.1,9.43,8.73,43.73,33.48
